,Room_Type,Hotel_Name,Time_of_Year,Length_of_Stay,Special_Events,Day_of_the_Week,Customer_Ratings,Competitor_Pricing,Historical_Sales_Data,Optimal_Pricing
265,Suite,Marriott,Spring,48.0,Sports Events,Thursday,Low,515.63,5639.64,763.0687320839813
266,Suite,Hyatt,Summer,64.0,Festivals,Thursday,Medium,276.62,4780.7,1066.6888495385963
267,Suite,Marriott,Spring,63.0,Festivals,Thursday,High,407.05,5411.37,766.0279106249543
268,Suite,Holiday Inn,Summer,57.0,Sports Events,Friday,Medium,571.8,5555.91,1127.5576030403943
269,Double,Marriott,Spring,50.0,Festivals,Wednesday,Medium,410.76,4534.42,653.3193075717817
270,Deluxe,Holiday Inn,Spring,38.0,Festivals,Saturday,Medium,603.92,5042.38,1103.5196265237025
271,Deluxe,Sheraton,Winter,64.0,Festivals,Saturday,High,526.44,6196.48,979.7194675127236
272,Suite,Holiday Inn,Spring,56.0,Festivals,Thursday,Medium,629.83,3791.73,977.9148134630983
273,Suite,Holiday Inn,Summer,49.0,Festivals,Thursday,Medium,366.97,3932.96,987.779530133325
274,Deluxe,Sheraton,Summer,45.0,Conferences,Thursday,Medium,446.69,4876.84,1215.596568002035
275,Suite,Sheraton,Summer,53.0,Festivals,Thursday,High,520.91,6906.42,986.8210736340346
276,Suite,Holiday Inn,Summer,43.0,Festivals,Friday,Low,642.45,4045.75,1192.2861046177563
277,Deluxe,Holiday Inn,Spring,48.0,Festivals,Thursday,Low,451.72,4894.67,928.1473191541959
278,Deluxe,Sheraton,Summer,53.0,Festivals,Friday,Medium,325.33,4835.25,1189.8679481672737
279,Deluxe,Marriott,Autumn,59.0,Conferences,Friday,Medium,439.85,4757.38,1647.388395530247
280,Suite,Holiday Inn,Spring,14.0,Festivals,Wednesday,Medium,510.51,4453.28,669.9752509092971
281,Double,Holiday Inn,Spring,51.0,Sports Events,Friday,Medium,227.38,4227.35,432.65142420433887
282,Double,Holiday Inn,Spring,43.0,Festivals,Wednesday,Medium,456.63,3474.99,524.8466950100537
283,Suite,Holiday Inn,Spring,67.0,Conferences,Thursday,Low,503.01,3323.43,919.0885419529529
284,Deluxe,Marriott,Spring,41.0,Festivals,Thursday,Medium,460.24,5087.13,922.6029419109237
285,Double,Holiday Inn,Summer,48.0,Festivals,Thursday,Medium,465.11,4353.31,860.3150744234919
286,Deluxe,Sheraton,Spring,55.0,Conferences,Wednesday,Medium,423.49,5125.27,1011.1647461524932
287,Deluxe,Sheraton,Summer,70.0,Festivals,Wednesday,Medium,582.19,4892.93,1160.8354091244053
288,Double,Holiday Inn,Summer,42.0,Festivals,Wednesday,Low,565.98,5808.5,894.1681955705541
289,Deluxe,Holiday Inn,Summer,34.0,Festivals,Tuesday,Low,388.22,5153.92,1158.7366299054036
290,Double,Holiday Inn,Spring,45.0,Conferences,Thursday,High,715.12,4814.04,538.4896492328805
291,Double,Holiday Inn,Summer,29.0,Sports Events,Tuesday,Medium,459.48,0.0,311.16885505910983
292,Suite,Sheraton,Summer,59.0,Festivals,Thursday,Medium,508.57,4297.25,1024.5265040661523
293,Suite,Holiday Inn,Spring,56.0,Conferences,Thursday,Medium,420.89,2901.31,981.8495735991288
294,Deluxe,Holiday Inn,Spring,17.0,Conferences,Friday,Medium,452.24,6924.64,1219.548090554114
295,Suite,Sheraton,Summer,49.0,Sports Events,Friday,Medium,474.6,3302.17,1045.6532488840182
296,Double,Holiday Inn,Summer,48.0,Festivals,Wednesday,Medium,405.59,6441.61,825.6138847530601
297,Double,Sheraton,Spring,34.0,Conferences,Thursday,Medium,684.33,5124.98,743.070186003517
298,Deluxe,Sheraton,Spring,42.0,Parades,Saturday,Medium,520.0,5167.34,1410.5216353071967
299,Suite,Holiday Inn,Summer,53.0,Conferences,Friday,Medium,329.71,6421.98,1143.9134796846981
300,Deluxe,Marriott,Summer,32.0,Conferences,Wednesday,Medium,506.85,5543.03,1213.1801801715085
301,Double,Marriott,Spring,59.0,Festivals,Thursday,Medium,522.46,5828.72,952.0832577213833
302,Suite,Sheraton,Spring,64.0,Festivals,Thursday,Medium,588.91,3766.13,910.2595324786946
303,Suite,Marriott,Spring,55.0,Festivals,Tuesday,Medium,441.51,5451.0,888.7630954374097
304,Suite,Holiday Inn,Sprin,39.0,Festivals,Thursday,Medium,627.8,3400.53,631.1078038798486
305,Suite,Holiday Inn,Summer,48.0,Festivals,Thursday,Medium,541.24,6022.94,1189.7836402136932
306,Suite,Marriott,Summer,47.0,Festivals,Thursday,High,590.68,4887.95,1201.7422977876033
307,Suite,Holiday Inn,Spring,70.0,Festivals,Wednesday,Medium,542.63,5217.52,979.3141544659888
308,Double,Holiday Inn,Summer,32.0,Festivals,Saturday,Medium,616.7,3740.21,1001.0117603968325
309,Deluxe,Holiday Inn,Spring,74.0,Festivals,Friday,Medium,692.77,3630.12,957.3633423709077
310,Deluxe,Marriott,Spring,71.0,Festivals,Friday,Medium,439.71,5052.89,1255.5023559074575
311,Double,Sheraton,Spring,47.0,Conferences,Friday,Medium,822.91,5534.01,991.881691793846
312,Deluxe,Holiday Inn,Summer,43.0,Conferences,Thursday,Medium,614.84,5719.61,1412.1483674511364
313,Suite,Sheraton,Summer,33.0,Festivals,Wednesday,Medium,540.65,3518.25,900.1520699337436
314,Double,Sheraton,Spring,63.0,Parades,Wednesday,Medium,666.98,5470.94,862.4905216969319
315,Double,Holiday Inn,Spring,44.0,Festivals,Tuesday,Low,479.32,6018.22,645.1570222106135
316,Deluxe,Sheraton,Summer,55.0,Conferences,Wednesday,Medium,555.25,6340.85,1207.4108312198298
317,Double,Sheraton,Spring,22.0,Festivals,Tuesday,Medium,596.81,4693.47,565.5921117436923
318,Double,Holiday Inn,Summer,29.0,Sports Events,Wednesday,Medium,423.12,4621.84,676.7914215029373
319,Double,Holiday Inn,Spring,63.0,Festivals,Wednesday,Medium,382.06,4074.62,434.6501706650263
320,Double,Holiday Inn,Spring,38.0,Festivals,Thursday,Medium,494.96,5484.69,595.7437314306483
321,Suite,Sheraton,Summer,48.0,Parades,Thursday,Medium,491.0,4809.6,1306.853499276244
322,Suite,Sheraton,Spring,52.0,Conferences,Thursday,Medium,357.17,3893.38,954.4814335944077
323,Deluxe,Holiday Inn,Summer,50.0,Festivals,Wednesday,Medium,608.66,4158.05,1036.5842603805165
324,Suite,Hilton,Summer,50.0,Festivals,Friday,Medium,404.46,6048.32,1148.0862499876816
325,Deluxe,Holiday Inn,Spring,49.0,Conferences,Thursday,High,199.94,5323.32,963.2768425572382
326,Double,Sheraton,Summer,35.0,Festivals,Saturday,Medium,449.46,3145.78,937.643506385615
327,Suite,Sheraton,Spring,44.0,Festivals,Wednesday,Medium,524.42,7316.55,988.2889465847444
328,Suite,Marriott,Spring,34.0,Conferences,Thursday,Medium,534.0,4316.11,762.7783159285528
329,Suite,Marriott,Summer,47.0,Conferences,Saturday,Medium,471.17,6925.83,1348.4953680093463
330,Double,Holiday Inn,Summer,61.0,Conferences,Friday,Medium,693.23,3767.35,1185.7276237072672
331,Double,Sheraton,Winter,53.0,Conferences,Thursday,Low,678.32,4466.67,680.9705537945706
332,Double,Sheraton,Spring,46.0,Festivals,Tuesday,Medium,595.17,3169.85,422.1716974173413
333,Suite,Sheraton,Winter,38.0,Festivals,Friday,Low,523.55,4031.81,532.0835481930657
334,Suite,Marriott,Summer,38.0,Conferences,Friday,Medium,431.52,3931.06,1344.4898180145942
335,Suite,Marriott,Spring,54.0,Conferences,Wednesday,Medium,490.23,4547.34,917.0297689744148
336,Deluxe,Sheraton,Summer,61.0,Festivals,Friday,Medium,747.29,7023.44,1483.7631370674853
337,Suite,Holiday Inn,Summer,37.0,Festivals,Friday,Medium,508.4,5209.09,1180.9236633172168
338,Deluxe,Holiday Inn,Summer,49.0,Festivals,Thursday,Medium,667.12,3959.57,1435.7783459808031
339,Deluxe,Sheraton,Summer,47.0,Festivals,Thursday,Medium,388.92,3935.16,953.1426211436561
340,Suite,Marriott,Winter,69.0,Sports Events,Thursday,Medium,598.56,6483.56,757.0530068397509
341,Suite,Holiday Inn,Spring,70.0,Conferences,Thursday,Medium,687.97,5793.91,1258.638756185524
342,Deluxe,Holiday Inn,Summer,48.0,Conferences,Friday,Medium,553.96,5391.17,1358.1020344331216
343,Suite,Holiday Inn,Summer,30.0,Festivals,Wednesday,Medium,677.68,4347.64,1012.9648697471886
344,Double,Holiday Inn,Summer,52.0,Festivals,Thursday,Medium,393.58,5140.63,905.9301326252324
345,Double,Holiday Inn,Spring,25.0,Sports Events,Thursday,Medium,401.82,4951.96,508.8337189212269
346,Suite,Marriott,Summer,40.0,Festivals,Wednesday,High,263.59,7003.22,863.6030143347693
347,Suite,Sheraton,Summer,58.0,Festivals,Wednesday,High,551.18,6562.08,1106.157776056918
348,Double,Marriott,Summer,62.0,Parades,Wednesday,Medium,484.7,4879.4,1209.0792732285693
349,Suite,Sheraton,Summer,34.0,Conferences,Thursday,High,583.41,6637.41,1212.5608387780453
350,Suite,Holiday Inn,Spring,24.0,Festivals,Thursday,High,356.96,4112.69,479.63363856957517
351,Deluxe,Holiday Inn,Spring,50.0,Sports Events,Tuesday,Medium,595.89,3563.34,926.3496368811744
352,Suite,Holiday Inn,Summer,30.0,Festivals,Thursday,Medium,476.14,6675.84,917.8338859346952
353,Suite,Holiday Inn,Spring,42.0,Sports Events,Thursday,Medium,779.37,3886.94,657.5263489346513
354,Suite,Holiday Inn,Summer,39.0,Sports Events,Wednesday,Medium,656.25,4976.89,905.6411539938402
355,Suite,Holiday Inn,Summer,41.0,Festivals,Saturday,Medium,495.48,4997.74,1140.3320402540694
356,Suite,Holiday Inn,Summer,41.0,Festivals,Thursday,Low,368.29,5831.25,1245.8520053408981
357,Deluxe,Holiday Inn,Spring,32.0,Sports Events,Thursday,Low,546.62,3233.77,812.6987602639238
358,Suite,Holiday Inn,Summer,58.0,Conferences,Wednesday,Medium,706.45,4874.49,1220.3789348218963
359,Deluxe,Marriott,Summer,42.0,Festivals,Thursday,High,445.2,6919.6,1197.442970057594
360,Deluxe,Holiday Inn,Summer,47.0,Festivals,Wednesday,Medium,557.85,5150.33,1121.7588272352834
361,Suite,Marriott,Summer,50.0,Festivals,Thursday,Medium,352.81,5569.0,979.4230813157849
362,Suite,Marriott,Summer,49.0,Festivals,Friday,Medium,561.12,6253.4,1070.4751600658826
363,Suite,Sheraton,Summer,31.0,Festivals,Wednesday,Medium,518.78,5135.44,1044.4324121791274
364,Double,Marriott,Spring,54.0,Sports Events,Friday,Medium,684.37,5156.5,789.6821023242526
365,Double,Holiday Inn,Summer,50.0,Festivals,Thursday,Medium,764.98,3633.5,912.7425870355964
366,Double,Marriott,Summer,45.0,Sports Events,Thursday,Medium,381.34,5357.47,773.0762504314204
367,Double,Holiday Inn,Spring,41.0,Festivals,Thursday,High,652.69,3937.03,733.3980320975593
368,Double,Marriott,Spring,48.0,Sports Events,Saturday,Medium,523.52,4079.51,638.4549086470869
369,Suite,Holiday Inn,Spring,31.0,Festivals,Wednesday,Medium,548.76,5268.86,870.650547050489
370,Suite,Holiday Inn,Summer,45.0,Sports Events,Thursday,High,550.31,5606.92,836.532072449407
371,Double,Marriott,Summer,52.0,Festivals,Thursday,Medium,264.91,5359.3,853.3635197094864
372,Suite,Marriott,Spring,30.0,Conferences,Wednesday,Medium,623.92,5896.79,1117.7656755355576
373,Deluxe,Sheraton,Spring,40.0,Conferences,Saturday,Low,527.18,4207.23,1232.1280833312378
374,Suite,Marriott,Spring,42.0,Festivals,Thursday,Medium,444.23,5354.52,910.8748539684849
375,Suite,Marriott,Summer,35.0,Conferences,Thursday,Medium,742.45,3540.91,1237.9989309961968
376,Suite,Marriott,Summer,46.0,Festivals,Friday,Medium,617.13,3894.19,1150.3804187164308
377,Double,Holiday Inn,Summer,40.0,Conferences,Friday,High,603.29,4226.58,914.5850808385026
378,Suite,Holiday Inn,Spring,44.0,Sports Events,Wednesday,Low,359.75,3809.43,675.1209245629785
379,Suite,Holiday Inn,Summer,61.0,Festivals,Wednesday,Medium,610.39,4054.95,1133.0366473585523
380,Deluxe,Holiday Inn,Spring,65.0,Festivals,Sunday,Medium,615.08,1883.43,1161.717106690966
381,Suite,Marriott,Spring,49.0,Festivals,Wednesday,Medium,574.94,6915.23,865.296840512679
382,Double,Sheraton,Spring,68.0,Conferences,Friday,Medium,233.29,3571.71,719.6293805959998
383,Double,Marriott,Spring,35.0,Festivals,Wednesday,Medium,816.8,5423.73,491.04343540488287
384,Suite,Holiday Inn,Summer,42.0,Conferences,Wednesday,Low,476.49,5632.82,1109.754279255054
385,Double,Holiday Inn,Winter,36.0,Conferences,Thursday,High,498.07,6249.44,563.5856762190604
386,Deluxe,Sheraton,Spring,55.0,Festivals,Thursday,Medium,585.31,4562.39,863.7321674132221
387,Double,Holiday Inn,Spring,50.0,Festivals,Friday,Low,325.34,6413.72,694.2121751855774
388,Double,Sheraton,Spring,41.0,Sports Events,Thursday,Medium,566.32,3295.11,575.5349879443163
389,Double,Sheraton,Spring,42.0,Conferences,Thursday,Medium,660.39,3785.21,662.155686015872
390,Suite,Holiday Inn,Spring,39.0,Festivals,Thursday,Medium,743.39,3775.3,981.4374492987808
391,Deluxe,Holiday Inn,Spring,57.0,Festivals,Thursday,Medium,518.51,5534.02,1127.4288532715923
392,Suite,Marriott,Spring,28.0,Conferences,Thursday,Medium,524.15,6844.01,823.403720941323
393,Suite,Holiday Inn,Spring,27.0,Sports Events,Wednesday,Medium,570.8,5159.4,636.9812182999893
394,Suite,Holiday Inn,Summer,51.0,Conferences,Friday,Medium,584.2,6700.23,1251.1781978322426
395,Suite,Hyatt,Summer,43.0,Conferences,Wednesday,Medium,517.39,5541.19,1086.3972678377809
396,Suite,Holiday Inn,Summer,42.0,Conferences,Thursday,Low,571.45,5250.54,1287.7251016772134
397,Suite,Marriott,Summer,51.0,Festivals,Thursday,Medium,535.12,4745.9,1163.8351958803664
398,Suite,Sheraton,Spring,70.0,Conferences,Wednesday,Medium,444.82,4433.48,789.9522997738943
399,Double,Marriott,Spring,55.0,Conferences,Wednesday,Low,596.01,5169.11,798.7392719957809
400,Double,Holiday Inn,Spring,47.0,Festivals,Wednesday,Medium,505.08,4964.79,558.3232431019525
401,Suite,Holiday Inn,Spring,78.0,Sports Events,Wednesday,Medium,545.7,4136.08,689.450304653459
402,Double,Holiday Inn,Summer,47.0,Festivals,Thursday,Medium,467.97,3378.08,864.1195627664725
403,Suite,Holiday Inn,Spring,52.0,Festivals,Thursday,Medium,629.98,7332.57,939.0820413450481
404,Suite,Holiday Inn,Spring,56.0,Conferences,Thursday,Medium,180.92,4336.91,818.1804753923188
405,Suite,Holiday Inn,Spring,56.0,Conferences,Thursday,Low,394.75,3505.32,703.0728325748349
406,Double,Holiday Inn,Spring,48.0,Conferences,Friday,Medium,397.37,2671.02,818.7672547924994
407,Deluxe,Marriott,Spring,46.0,Festivals,Thursday,Medium,417.0,6003.15,1206.9280159977875
408,Suite,Holiday Inn,Summer,60.0,Sports Events,Friday,Medium,432.2,5367.36,1073.8755946370322
409,Single,Marriott,Summer,75.0,Festivals,Friday,Medium,464.35,5498.3,767.7923490894786
410,Suite,Sheraton,Summer,51.0,Festivals,Friday,Medium,511.0,6546.58,1206.0296657976694
411,Double,Holiday Inn,Summer,54.0,Conferences,Wednesday,Medium,550.79,6152.47,967.4997130897594
412,Double,Marriott,Summer,75.0,Festivals,Thursday,High,417.39,4361.56,842.6747619605715
413,Double,Holiday Inn,Spring,30.0,Sports Events,Thursday,Medium,466.61,5964.66,604.0814543749333
414,Double,Marriott,Spring,57.0,Conferences,Thursday,Low,427.43,5752.42,806.7517575738482
415,Double,Holiday Inn,Spring,62.0,Conferences,Thursday,Medium,543.67,3538.02,906.141892044207
416,Suite,Sheraton,Summer,34.0,Sports Events,Saturday,Medium,662.94,7713.17,1204.7414545079882
417,Deluxe,Sheraton,Summer,61.0,Festivals,Thursday,Medium,337.52,4322.74,1216.906348538065
418,Suite,Holiday Inn,Spring,24.0,Sports Events,Wednesday,Medium,407.63,5860.55,898.1092759742309
419,Suite,Holiday Inn,Summer,44.0,Festivals,Thursday,Medium,344.85,4052.55,1023.4365486603745
420,Suite,Holiday Inn,Spring,38.0,Sports Events,Friday,Medium,370.62,4272.02,787.7857056666023
421,Suite,Holiday Inn,Spring,54.0,Conferences,Saturday,Medium,602.72,6698.01,1170.4983219329238
422,Suite,Holiday Inn,Spring,51.0,Festivals,Thursday,Medium,435.67,5256.53,778.4598276039713
423,Double,Holiday Inn,Summer,55.0,Festivals,Thursday,Medium,542.74,5472.24,1071.3252325159299
424,Double,Holiday Inn,Summer,61.0,Conferences,Friday,Medium,394.29,3626.08,1282.5930926457365
425,Double,Marriott,Spring,44.0,Festivals,Wednesday,Medium,367.95,5958.09,764.1563401565439
426,Double,Sheraton,Autumn,29.0,Festivals,Saturday,Medium,520.43,2123.49,1121.1472230274003
427,Single,Holiday Inn,Spring,52.0,Conferences,Thursday,Medium,495.22,3705.15,572.8286430983044
428,Suite,Marriott,Spring,12.0,Sports Events,Thursday,Medium,350.42,5909.4,462.5761744890576
429,Suite,Marriott,Spring,53.0,Festivals,Wednesday,Medium,654.03,3925.19,1008.0480081677092
430,Suite,Holiday Inn,Summer,51.0,Festivals,Friday,Medium,360.1,5172.01,914.7422454348529
431,Double,Marriott,Summer,45.0,Conferences,Friday,Medium,584.38,3980.19,1069.5102620862226
432,Double,Holiday Inn,Summer,56.0,Conferences,Thursday,Medium,727.35,5347.3,1170.3009582808722
433,Suite,Holiday Inn,Spring,46.0,Conferences,Thursday,Medium,402.66,6282.93,1060.9334832363338
434,Suite,Sheraton,Spring,39.0,Sports Events,Saturday,Low,329.54,5312.2,812.1138132518336
435,Suite,Holiday Inn,Summer,59.0,Festivals,Thursday,Medium,613.13,4072.95,1131.005494777746
436,Suite,Holiday Inn,Summer,37.0,Conferences,Wednesday,Low,622.47,4696.79,1034.5378359797298
437,Suite,Marriott,Spring,53.0,Sports Events,Thursday,Medium,548.95,6674.14,867.0971750792653
438,Suite,Holiday Inn,Spring,52.0,Festivals,Friday,Medium,598.56,4435.82,1065.9552480399864
439,Double,Holiday Inn,Summer,52.0,Festivals,Wednesday,Medium,426.09,2779.23,809.6227966889086
440,Family Room,Sheraton,Summer,30.0,Festivals,Wednesday,Medium,739.66,3928.42,1384.2521745712986
441,Deluxe,Sheraton,Summer,29.0,Sports Events,Saturday,Medium,719.42,6020.34,1314.0425705513728
442,Suite,Sheraton,Summer,57.0,Festivals,Friday,Medium,762.2,5662.14,1378.280309468699
443,Suite,Marriott,Spring,44.0,Festivals,Wednesday,High,591.26,5026.28,662.2011932963325
444,Suite,Sheraton,Spring,51.0,Festivals,Saturday,Medium,505.63,3458.41,1075.126597444164
445,Double,Holiday Inn,Spring,47.0,Sports Events,Thursday,Medium,561.59,3108.82,492.805306646751
446,Double,Sheraton,Summer,77.0,Festivals,Thursday,Medium,551.74,6638.73,1192.174593631791
447,Deluxe,Marriott,Summer,33.0,Festivals,Wednesday,Medium,562.1,4126.12,1188.932020705209
448,Double,Marriott,Spring,50.0,Sports Events,Thursday,Medium,379.03,5257.42,355.406424458688
449,Suite,Holiday Inn,Spring,52.0,Festivals,Thursday,Medium,395.6,6164.82,933.9145712338662
450,Double,Holiday Inn,Summer,50.0,Festivals,Friday,Medium,390.28,5661.67,936.7713080395274
451,Suite,Marriott,Summer,26.0,Festivals,Saturday,High,690.94,3863.65,1262.9632181280767
452,Double,Holiday Inn,Summer,53.0,Sports Events,Tuesday,Medium,349.25,5646.47,589.6036370702305
453,Suite,Holiday Inn,Summer,74.0,Festivals,Tuesday,Medium,691.83,4656.73,1045.3255912127738
454,Double,Holiday Inn,Spring,27.0,Festivals,Thursday,Medium,403.99,4565.35,658.8586670874934
455,Double,Holiday Inn,Spring,26.0,Festivals,Thursday,Medium,406.74,4918.02,726.832007972764
456,Suite,Holiday Inn,Spring,41.0,Conferences,Wednesday,Medium,548.18,4123.03,707.3295044212268
457,Double,Sheraton,Spring,32.0,Conferences,Thursday,High,434.51,4628.56,600.7323233204364
458,Double,Marriott,Autumn,49.0,Conferences,Thursday,Medium,533.3,5326.97,1151.3957761019892
459,Suite,Holiday Inn,Spring,34.0,Festivals,Wednesday,Low,475.69,4866.91,935.2572396344821
460,Double,Holiday Inn,Spring,45.0,Conferences,Friday,Medium,564.61,4490.99,965.5026241492529
461,Suite,Marriott,Spring,46.0,Sports Events,Wednesday,Medium,713.05,5969.61,720.6110968422764
462,Suite,Sheraton,Summer,43.0,Festivals,Wednesday,Medium,444.92,5316.21,868.7717218306816
463,Suite,Holiday Inn,Spring,31.0,Sports Events,Thursday,Medium,673.4,4359.37,660.8581294563006
464,Suite,Holiday Inn,Spring,61.0,Conferences,Wednesday,High,614.84,6338.37,1008.6163582973261
465,Suite,Holiday Inn,Winter,32.0,Festivals,Friday,Medium,656.39,4889.45,696.7137797095122
466,Double,Marriott,Spring,46.0,Festivals,Thursday,Medium,521.68,3643.21,750.4546559859014
467,Double,Holiday Inn,Summer,50.0,Sports Events,Friday,Medium,530.42,6600.02,1100.5633688217877
468,Suite,Holiday Inn,Summer,38.0,Conferences,Wednesday,Medium,426.1,3625.69,864.7388508463193
469,Double,Holiday Inn,Summer,73.0,Festivals,Friday,Medium,326.61,6982.31,1027.4968412268722
470,Suite,Marriott,Spring,35.0,Festivals,Wednesday,Medium,441.24,6043.63,671.8471030436243
471,Suite,Holiday Inn,Spring,21.0,Festivals,Thursday,Medium,714.15,1942.42,744.4833108104057
472,Double,Sheraton,Summer,38.0,Sports Events,Thursday,Medium,546.09,7215.6,826.2568091373241
473,Suite,Sheraton,Summer,50.0,Sports Events,Monday,Medium,724.63,4859.49,907.8628595809528
474,Suite,Holiday Inn,Summer,41.0,Festivals,Wednesday,Medium,398.09,5401.65,1070.2814380931675
475,Double,Holiday Inn,Summer,40.0,Sports Events,Tuesday,Low,521.79,4303.22,848.8254127409385
476,Deluxe,Holiday Inn,Summer,27.0,Conferences,Thursday,Medium,540.13,4246.23,1401.3415696347167
477,Deluxe,Holiday Inn,Summer,51.0,Conferences,Friday,Medium,433.71,5170.26,1438.7779397785837
478,Single,Marriott,Spring,32.0,Festivals,Wednesday,Medium,484.73,5809.34,306.739054050169
479,Double,Holiday Inn,Summer,56.0,Festivals,Saturday,Medium,339.99,4024.2,944.8427733072016
480,Double,Marriott,Spring,46.0,Conferences,Wednesday,Medium,647.97,6449.71,948.8286493672732
